,Comment,Likes,Time,UserLink,user
732,I always figured the short term memory is cool.  I would not want to remember my shopping lists for life.,"
    746
  ",3 years ago,/channel/UCWMgMTF3PqCwKMbW9EkgN7A,"
              Gary
            "
733,"Everything you do, Everything you encounter and everything you experience is changing your brain","
    26
  ",7 months ago,/channel/UCaDEIBU165kgLNdybqpoG9A,"
              Uwagaba Joseph Caleb
            "
734,🇹🇷 Öğrenmeyi bırakmayın.👏👏,"
    2
  ",2 months ago,/channel/UCvUYZCubitJ9PfZLmxOQLBQ,"
              Dilan Çoban
            "
735,I’m really curious of that !,"
    1
  ",4 months ago,/channel/UCU6uWDBWH16ltJrJVhPYmqA,"
              s c
            "
736,TIL Mr Fantastic has a great memory.,"
    1
  ",7 months ago,/channel/UCd08Joz3pQ0W54E3wqCCRbw,"
              Steve Cavanagh
            "
737,"""Genius is not about genetics, genius is about practice."" Robin Sharma","
    684
  ",1 year ago,/channel/UC6M1H2Y_BCXyo_PPBdN5BYw,"
              Explorer 4
            "
738,this speech changes the way i am thinking about everything,"
    6
  ",3 months ago,/channel/UCC6TBGchU4J4Kq8A46ySd3Q,"
              mohammad noor
            "
739,"Having done Foster Care for years, my fighting was with schools explaining they’re alllll different and learn different","
    5
  ",3 months ago,/channel/UCV4ZudH6c8KrBeNtgvWsTsA,"
              Marna Squires
            "
740,"Please talk about Schizopernia, Anxiety and Depression.","
    12
  ",4 months ago,/channel/UCzpuYY47ZT50W41DkqOsX4w,"
              Carmen Yasothaa
            "
741,I learn....I think then I am changing the mecanism of my brain........it keeps changing day after day,"
    2
  ",2 days ago,/channel/UCoZ1Nrk-fAFYxaWkyz0aNfQ,"
              younes Halim
            "
742,"Points:
Neuroplasticity is supported by chemical, structural and functional changes.
The primary driver for neuroplastic change in the brain is behavior. Nothing is more effective for changing the brain than practice.
Patterns of neuroplasticity can vary dramatically from person to person.
Neuroplastic change can be positive or negative. The brain is shaped by what we do and what we don't do.","
    1.1K
  ",4 years ago (edited),/channel/UClcvfCMEzVZVFMdDUo7Iw-A,"
              cxa011500
            "
743,Hyperbaric chamber or stemcell therapy helps with strokes. Amazingly.,"
    1
  ",7 months ago,/channel/UCsC6bmBO__zSIuVXvo3Sq6A,"
              Scottybeammeup2
            "
744,Your brain is never the same anyway. Its like a flowing river.,"
    4
  ",6 months ago,/channel/UCCLhC6KK_b9hD2y73uTduKg,"
              Rok Podlogar
            "
745,her arm is more muscular than mine lmao,"
    1
  ",5 months ago,/channel/UC2CJkTummvqpzFCSaR5FesQ,"
              OmuRyze
            "
746,"Before watching the video, I thought the title meant I would come to new realizations or open my mind to new possibilities. But no, my brain has quite literally changed after watching this video lol","
    0
  ",1 month ago,/channel/UCY-rvpKBw7H4fqC5LR_Kvbg,"
              Ella
            "
747,"MORAL OF THE WHOLE TALK : Just practice, practice & Do the work!","
    1.1K
  ",3 years ago,/channel/UCiQGuoVIudUf4w0dOcDVEeQ,"
              Nadeem Ahmed
            "
748,9:28 💫increase in level increase in brain structure - > long term memory,"
    1
  ",1 month ago (edited),/channel/UCGA205Zk9RNfcRp-MVQ5uKw,"
              Rahul
            "
749,Incredible talk! 🙌🏼,"
    1
  ",4 months ago,/channel/UC_HGpXiCV2-b8_cuyTUXUUA,"
              Ana Da Rocha
            "
750,I'm so be positive from this speech from Nepal 🇳🇵🇳🇵🇳🇵🇳🇵🌈🌈🌈,"
    5
  ",2 months ago,/channel/UC4VDNF_PVqpcbG7jkl18uiQ,"
              Paras Nepali
            "
751,"the whole concept of ayurveda is 'personalized medicine', maybe we need to rethink the way we perceive science.","
    4
  ",6 months ago,/channel/UCq_FKqjSpxIjewfc6pPL6xg,"
              Ashrith
            "
752,tears wash away the stress and the part of memory. can physical memory be built with salt?,"
    14
  ",3 years ago,/channel/UCxKb5LU-pY0AL2-0AzawIZQ,"
              Ay Gun
            "
753,"Summarizing:  ""Go and build the brain you deserve"".   Illustrative Talk.   Thank you","
    1
  ",7 months ago,/channel/UCbXobILtuNfz-Tozq8U1ROA,"
              Georgina Del Pino
            "
754,I knew this 20 years ago from studying of parapsychology.,"
    2
  ",6 months ago,/channel/UCV0XS5K8QZPM-_orPXdL4HQ,"
              Pierre L
            "
755,The brain is the only organ and thing that named itself mmh..,"
    157
  ",4 months ago,/channel/UC1bSB7AwmwM9ALXIQ819nzw,"
              Tony Magana.
            "
756,this is my favorite thing man I've been searching for this to understand what are we using to understand,"
    1
  ",6 months ago,/channel/UCzklj4gKT5sWfEkZmkJaDRg,"
              RENO 4
            "
757,"""Anyone who has never made a mistake has never tried anything new.""
 -- Albert Einstein","
    166
  ",9 months ago,/channel/UCozuo4pmK_2P6LqfYyt4qPg,"
              Question Everything — Thought Provoking Ideas
            "
758,This video taps into the totality of all I'm attempting to learn in my psychology class. Right on time. The speaker is highly engaging.,"
    3
  ",3 weeks ago,/channel/UCFLg_0CtN1LbvdijVsAKq-Q,"
              A'Leesha Lowe
            "
759,TED talks: the only videos where clickbait titles don't disappoint,"
    41
  ",7 months ago,/channel/UCpaz3Yjn3k8xHtWysWIyGOA,"
              C K
            "
760,Don't know whether my brain would change or not. But I'm sure my English speaking could be enhanced after watching this video.,"
    5
  ",2 weeks ago,/channel/UCZmPrmF1b3-362BUOgDlefQ,"
              Ashish Rao
            "
761,"""You know I just realized that I can do it,cause I need to do it which will in turn create a loop where I am doing it""....by that I mean all I need to do is keep doing it,no matter how hard or how discouraging.

Every artist once could not paint but they tried to paint and the painting came out bad but they kept doing it which created a loop where they could do it......","
    10
  ",1 month ago,/channel/UCcReoLjBS0NaeUtsH9hsBUw,"
              Nexxuzzz
            "
762,"To krabs
But she has been telling us that that no matter how old, we can learn new tricks, may be not as many as we want but much more than we believe.","
    67
  ",3 years ago,/channel/UCc0BufNMpp_3mIpLfWelyFw,"
              Gabriel Sorzano
            "
763,"Incredible talking, my brain is just a little smooth and kind of opened. He has been acquiring knowledges from everywhere and suddenly got to know about itself! That’s kind of shocking, new and very interesting about this Ted Talk","
    4
  ",8 months ago,/channel/UCLhARncqubhHE9qwVNqxNug,"
              Tiger
            "
764,She is so kind and she has nice heart,"
    3
  ",6 months ago,/channel/UCTdrmgNx5PbcV0kCZAK0ruA,"
              irem Topçam
            "
765,instructions unclear. brain lobotomized.,"
    51
  ",3 months ago,/channel/UCdEEFrPBkT5WLeRCl2qsEJQ,"
              FesliyanStudios Background Music
            "
766,My God you're right.. from now on not a day will go by without me thinking about those terrible boots,"
    1
  ",1 month ago,/channel/UCBaC0zd26gJVPlv1Z14V0dQ,"
              Gee
            "
767,She has a very nice voice.,"
    247
  ",4 years ago,/channel/UCQqPExCNVNI5TSt7NMW7ijw,"
              John W
            "
768,"special information in a life time, i am amazed.","
    0
  ",6 months ago,/channel/UC8q3nkydJ2FipSBgWBmdSDw,"
              Nigel Muwandi
            "
769,"Believe or not, I have been knowing & practicing this for a long time ... :) I can feel it !!!","
    1
  ",6 months ago (edited),/channel/UC5TPh88UAXCZs1-fX5C_bCw,"
              Hello World
            "
770,"You're so right. My brain isn't the same, it aged from duration of this video and I'm pretty sure some nurons fell asleep.","
    1
  ",6 months ago,/channel/UCxzIpbCxPgpwULmHyvsMRVQ,"
              Hippopotomonstrosesquippedalio phobia
            "
771,just can say one word : AMAZING.,"
    1
  ",4 months ago,/channel/UCdECl4d_Ua5WVTVHrIeU34w,"
              Muhammed Karaduman
            "
772,"""None of us can know what we are capable of until we are tested."" 
-- Elizabeth Blackwell","
    139
  ",9 months ago,/channel/UCozuo4pmK_2P6LqfYyt4qPg,"
              Question Everything — Thought Provoking Ideas
            "
773,"My silly brain said ""I like her boots"" darn it brain! Quit making me look bad!","
    7
  ",7 months ago,/channel/UCnEZ0QaPFA6qg-PoRtkiVwA,"
              Hello Sweetheart
            "
774,It would take a drastic change  in my brain to find this lady interesting.,"
    0
  ",4 months ago,/channel/UCpLI9Yp51SHXh2h9pO-5EJw,"
              NWdude
            "
775,Guys im curious how all those amazing people invited to this show? And who is able to give lectures and share there knowledges in this cool show?,"
    9
  ",3 months ago,/channel/UC7zk31JGvGMAVELafNCAk9A,"
              lop poli
            "
776,"Even every thing is changing every second, whatever is true this second becomes false next second.","
    4
  ",6 months ago,/channel/UC-uupri-Q8MMUVzS7eD--QQ,"
              lincon jeet
            "
777,"So, now we have proved what Confucius observed >2.5k yrs ago ;)
""I hear and I forget. I see and I remember. I do and I understand.""","
    848
  ",4 years ago,/channel/UCBOx_aO6YGZyCs-1mwtVUGA,"
              iknowsomethingcom
            "
778,✨✨Amazing ✨✨,"
    1
  ",5 months ago,/channel/UCGWEZ1pQhcMIvuS5HUY44xg,"
              Shabbir Haider
            "
779,"I hope these ""dislikes"" come from scientists and not just regular people!","
    1
  ",3 months ago,/channel/UCM_2kfwnxo0yBGM-lEGXmEA,"
              Airma_SJ
            "
780,Tüm davranışlarımız beynimizi değiştirebilir.👏👏👏,"
    0
  ",2 months ago,/channel/UCG6EK_UFO6gGvFR90LU55BQ,"
              Gezegen
            "
781,Man robin Sharma stole her lines in his book,"
    2
  ",4 months ago,/channel/UC1xZ0zwyRZN6_QGfZeoTxTA,"
              top10
            "
782,It's an amazing time to have a brain,"
    649
  ",3 years ago,/channel/UCUeC5b_D-Ek-PL-LvrBhwDQ,"
              Chloé
            "
783,"You are a great speaker, one of the best I have ever listened to","
    0
  ",3 months ago,/channel/UCSUe5eej7bPeytY9tJMzAzA,"
              Public Speaking 101
            "
784,I listened with great interest. Thank you,"
    0
  ",5 months ago,/channel/UCSMMxL5lb7NYkWKuiOpw-Lg,"
              Albert Lowes
            "
785,"""Build the brain you want"" 👏👍","
    0
  ",2 months ago,/channel/UCTi9-Vz6DI3Jb7MzA4e1f7w,"
              Houda Khellaf
            "
786,Absolutely amazing.,"
    0
  ",2 months ago,/channel/UCOSGyxvskVTeeRXXDLG98Jg,"
              AmyS3uk
            "
787,"My father had a stroke years ago due to alcohol he has given up on himself from learning the ability of walking and talking. It's hard at times but over the years I've been aiding him with almost everything.  I just wish he can refine his will power and  try to learn. It has been 11 years he had a stroke at 30 y old , please care for your body and brain. If you have kids please change your life for them. I've been taking care of him since 11. I'm now 22 and it has completely changed my aspect of life from other kids in their 20s. Live long and prosper guys☺️","
    1.3K
  ",4 years ago,/channel/UCMGjNUk-oeiObGpxf-y1qQw,"
              Sunna Minna
            "
788,Sitting on your shoulders is the most complicated object in the universe.      -Michio kaku,"
    1
  ",3 weeks ago,/channel/UCeoihtkIX5dW68e48dQYbzg,"
              The secret- Law of attraction
            "
789,Now some of the things she said 6 years ago may have turned out not to be true.,"
    2
  ",3 months ago,/channel/UC3Ei-kCyQe1oQC1lELFuoqg,"
              ITOPINGS
            "
790,"wonderful presentation with great piece of information mam, god bless you keep on sharing great information like this 🎈🎊🎉👍👌","
    0
  ",7 months ago,/channel/UCZYeQ5GVKngY6KgqDu6KUjQ,"
              Food Travel and Living in America
            "
791,Yang pilih Allah like yang pilih Dajjal abaikan.,"
    0
  ",6 months ago,/channel/UC1pRtzsSXpXakPQ6eGwsbwQ,"
              Co Ngui
            "
792,"I mean, to be honest, your brain will not be the same after anything you do actually... so...","
    1.1K
  ",4 years ago,/channel/UCGvyHC8enM2ueffM1HoJ4Kw,"
              Amorisiac
            "
793,My brain has changed after watching this... one brain cell told me: Meditation is an effective way to change your brain :-),"
    7
  ",6 months ago,/channel/UCGVWXUA19JccEoLMKweGxgA,"
              Johnny K
            "
794,"brains: we are the most important
my brain: haha brain is brian hahahaha","
    0
  ",3 months ago,/channel/UCavrOzlLn1t5-9QG1vrShPA,"
              Lolerboi
            "
795,Cool talk! Thank you very much ❤️,"
    1
  ",6 months ago,/channel/UCOuzbfaMTm_6dxDr0CGN29w,"
              Your Driver Company Kyiv Ukraine
            "
796,watching ted talks is just a regular thing for me now cuz of the pandemic but im learning more here then i do in my zoom meetings-,"
    1
  ",5 months ago,/channel/UC7QcD91zc6n8EZ6P1S86n5Q,"
              Andrea T
            "
797,"As an addict ted has helped much more than anything else , I was badly into wrong stuffs , dead - depressed but they way ted talks r I mean I just cannot express my gratitude in words . Thanks to the lord for internet for these ppl who share their beautiful work . It has helped me find my life and happiness back 🙏🙏🙏🙏🙏","
    799
  ",2 years ago,/channel/UCxquZ0oZ1CUeVLhCCdJU8vQ,"
              Sameer Pradhan
            "
798,I'm not blind but at times I get the urge to learn Braille. But I'm yet to take the initiative. Any new skill is a plus I believe!,"
    4
  ",7 months ago,/channel/UCdEvLFjAzbetHJxEnqRThZA,"
              Bunny
            "
799,I'll probably tell my brain what I'm thinking!,"
    1
  ",3 months ago,/channel/UCL9vRQufmgDffwpbvV4C9HA,"
              Roland Bay-an
            "
800,"Behavior, love what you do and practice.","
    0
  ",3 months ago,/channel/UCq0IiKL8tuhCVzQH07BIpgw,"
              Kishore B
            "
801,This is so nice.✨✨,"
    0
  ",8 months ago,/channel/UCBwsTDCTi5HueB_deoR2hUg,"
              Sanuo Kire
            "
802,"""Test scores and measures of achievement tell you where a student is, but they don’t tell you where a student could end up.""
--Carol Dweck, Mindset: The New Psychology of Success","
    61
  ",9 months ago,/channel/UCozuo4pmK_2P6LqfYyt4qPg,"
              Question Everything — Thought Provoking Ideas
            "
803,Imagination is the most powerful force man will ever yield.,"
    15
  ",6 months ago,/channel/UCFb-pG77y8mT9gXwoT1Nddw,"
              Brandon Haddock
            "
804,"Thank you ma'am, excellent research.","
    0
  ",2 weeks ago,/channel/UC-bYwDkCJvwXttpdAPnV4Kw,"
              obaid qadri
            "
805,"Personal uniqueness means that medical research is NOT a science, every brain is different.","
    4
  ",3 months ago,/channel/UC50zmDafyiH4UYg9Ub4XHgA,"
              Herb Spencer
            "
806,I'm going to be remembering this for a long time..,"
    22
  ",5 months ago,/channel/UCK9I6iznbrfM4Sp3_PIhGzA,"
              Teresa Deagle
            "
807,“go out and build the brain you want... “ so inspiring ❤️,"
    108
  ",2 years ago,/channel/UCN6OO4bopbMn8Cp0vzFhnjA,"
              globus pallidus
            "
808,"with the consistent weekly profits I'm getting investing with Mrs margie there's no doubt
 she is the most reliable in the market. such a genius","
    0
  ",1 month ago,/channel/UCYxZtrZ1YBT4kHHhXxAsNWQ,"
              Hilary Harris
            "
809,This is really impresive!..,"
    0
  ",8 months ago,/channel/UCcHBS423aeocgIJ34fOs9Gw,"
              Carlos Zapata (ZapataCar)
            "
810,The Dr. Is in great shape!!!,"
    0
  ",7 months ago,/channel/UCS0LksJSXepu7ma-7zZbwtQ,"
              Adriana Sotolongo
            "
811,Great job updating Savvy's Brain keep it up!,"
    0
  ",7 months ago,/channel/UCtjkmBj-6gYh0NEWYHYoDtQ,"
              Savvy Turtle
            "
